id_edicion,anio,id_evento,evento,codigo_noc,gold,silver,bronze,filas_atleta,estado,motivo,fuente_oficial
1,1896,50,"Triple Jump, Men (Olympic)",USA,James B. Connolly,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,50,"Triple Jump, Men (Olympic)",FRA,,Alexandre Tuffèri,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,50,"Triple Jump, Men (Olympic)",GRE,,,Ioannis Persakis,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,503,"Rope Climbing, Men (Olympic)",GRE,Nikolaos Andriakopoulos,Thomas Xenakis,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,509,"Free Rifle, Three Positions, 300 metres, Men (Olympic)",DEN,,,Alexander Jensen; Viggo Jensen,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,509,"Free Rifle, Three Positions, 300 metres, Men (Olympic)",GRE,Georgios Orfanidis,Ioannis Frangoudis,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,53,"Doubles, Men (Olympic)",AUS,,,Teddy Flack,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,53,"Doubles, Men (Olympic)",GBR,,,George Stuart Robertson,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,53,"Doubles, Men (Olympic)",GER,Fritz Traun,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,531,"Parallel Bars, Teams, Men (Olympic)",GER,Alfred Flatow; Conrad Böcker; Fritz Manteuffel; Georg Hillmar; Gustav Flatow; Gustav Schuft; Hermann Weingärtner; Karl Neukirch; Richard Röstel,,,9,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,531,"Parallel Bars, Teams, Men (Olympic)",GRE,,Nikolaos Andriakopoulos; Petros Persakis; Thomas Xenakis,Dimitrios Loundras; Filippos Karvelas; Ioannis Mitropoulos,6,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,532,"Horizontal Bar, Teams, Men (Olympic)",GER,Alfred Flatow; Conrad Böcker; Fritz Manteuffel; Georg Hillmar; Gustav Flatow; Gustav Schuft; Hermann Weingärtner; Karl Neukirch; Richard Röstel,,,9,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,541,"Rope Climbing, Men (Olympic)",GER,,,Fritz Hofmann,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,732,"Free Rifle, Any Position, 300 metres, Men (Olympic)",DEN,,,Viggo Jensen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,734,"Unlimited, One Hand, Men (Olympic)",DEN,,Viggo Jensen,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,734,"Unlimited, One Hand, Men (Olympic)",GBR,Launceston Elliot,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,735,"Unlimited, Two Hands, Men (Olympic)",DEN,Viggo Jensen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,735,"Unlimited, Two Hands, Men (Olympic)",GBR,,Launceston Elliot,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,735,"Unlimited, Two Hands, Men (Olympic)",GRE,,,Sotirios Versis,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,748,"Military Pistol, 25 metres, Men (Olympic)",USA,John Paine,Sumner Paine,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,748,"Military Pistol, 25 metres, Men (Olympic)",GRE,,,Nikos Morakis,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,749,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)",GRE,Ioannis Fragkoudis,Georgios Orfanidis,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,750,"Free Rifle, Any Position, 300 metres, Men (Olympic)",GRE,Georgios Orfanidis,Ioannis Fragkoudis,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,751,"Military Rifle, 200 metres, Men (Olympic)",GRE,Pantelis Karasevdas,Pavlos Pavlidis,Nikolaos Trikoupis,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,753,"Free Pistol, 30 metres, Men (Olympic)",USA,Sumner Paine,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,753,"Free Pistol, 30 metres, Men (Olympic)",GRE,,,Ioannis Fragkoudis,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,824,"1,200 metres Freestyle, Men (Olympic)",GRE,,Ioannis Andreou,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,824,"1,200 metres Freestyle, Men (Olympic)",HUN,Alfréd Hajós,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,846,"Sabre, Individual, Men (Olympic)",DEN,,,Holger Nielsen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,847,"Free Pistol, 30 metres, Men (Olympic)",DEN,,Holger Nielsen,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,849,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)",DEN,,,Holger Nielsen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,881,"100 metres Freestyle For Sailors, Men (Olympic)",GRE,Ioannis Malokinis,Spyros Chazapis,Dimitrios Drivas,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,932,"Unlimited, One Hand, Men (Olympic)",GRE,,,Alexandros Nikolopoulos,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,95,"1,500 metres, Men (Olympic)",AUS,Teddy Flack,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,95,"1,500 metres, Men (Olympic)",USA,,Arthur C. Blake,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,95,"1,500 metres, Men (Olympic)",FRA,,,Albin Lermusiaux,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,96,"Marathon, Men (Olympic)",GRE,Spyros Louis,Charilaos Vasilakos,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,96,"Marathon, Men (Olympic)",HUN,,,Gyula Kellner,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
1,1896,971,"Unlimited Class, Greco-Roman, Men (Olympic)",GRE,,Georgios Tsitas,Stefanos Christopoulos,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,101,"Welterweight, Men (Olympic)",ARG,,Raúl Landini,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,101,"Welterweight, Men (Olympic)",NZL,Ted Morgan,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,101,"Welterweight, Men (Olympic)",CAN,,,Ray Smillie,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1013,"400 metres Hurdles, Men (Olympic)",USA,,Frank Cuhel,Morgan Taylor,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1013,"400 metres Hurdles, Men (Olympic)",GBR,"David, Lord Burghley",,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1015,"800 metres, Women (Olympic)",JPN,,Kinue Hitomi,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1015,"800 metres, Women (Olympic)",SWE,,,Inga Gentzel,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1015,"800 metres, Women (Olympic)",GER,Lina Radke-Batschauer,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1019,"3,000 metres Steeplechase, Men (Olympic)",FIN,Toivo Loukola,Paavo Nurmi,Ove Andersen,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,102,"Light-Heavyweight, Men (Olympic)",ARG,Víctor Avendaño,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,102,"Light-Heavyweight, Men (Olympic)",NED,,,Karel Miljon,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,102,"Light-Heavyweight, Men (Olympic)",GER,,Ernst Pistulla,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1020,"5,000 metres, Men (Olympic)",SWE,,,Edvin Wide,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1020,"5,000 metres, Men (Olympic)",FIN,Ville Ritola,Paavo Nurmi,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1023,"10,000 metres, Men (Olympic)",SWE,,,Edvin Wide,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1023,"10,000 metres, Men (Olympic)",FIN,Paavo Nurmi,Ville Ritola,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1024,"High Jump, Women (Olympic)",NED,,Lien Gisolf,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1024,"High Jump, Women (Olympic)",USA,,,Mildred Wiley,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1024,"High Jump, Women (Olympic)",CAN,Ethel Catherwood,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1025,"100 metres, Women (Olympic)",USA,Betty Robinson,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1025,"100 metres, Women (Olympic)",CAN,,Bobby Rosenfeld,Ethel Smith,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1026,"Discus Throw, Women (Olympic)",POL,Halina Konopacka,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1026,"Discus Throw, Women (Olympic)",SWE,,,Ruth Svedberg,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,1026,"Discus Throw, Women (Olympic)",USA,,Lillian Copeland,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,103,"Featherweight, Men (Olympic)",ARG,,Víctor Peralta,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,103,"Featherweight, Men (Olympic)",NED,Bep van Klaveren,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,103,"Featherweight, Men (Olympic)",USA,,,Harry Devine,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,105,"Flyweight, Men (Olympic)",ITA,,,Carlo Cavagnoli,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,105,"Flyweight, Men (Olympic)",FRA,,Armand Apell,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,105,"Flyweight, Men (Olympic)",HUN,Antal Kocsis,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,106,"Lightweight, Men (Olympic)",ITA,Carlo Orlandi,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,106,"Lightweight, Men (Olympic)",SWE,,,Gunnar Berggren,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,106,"Lightweight, Men (Olympic)",USA,,Steve Halaiko,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,107,"Heavyweight, Men (Olympic)",ARG,Arturo Rodríguez,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,107,"Heavyweight, Men (Olympic)",SWE,,Nils Ramm,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,107,"Heavyweight, Men (Olympic)",DEN,,,Jakob Michaelsen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,108,"Bantamweight, Men (Olympic)",ITA,Vittorio Tamagnini,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,108,"Bantamweight, Men (Olympic)",RSA,,,Harry Isaacs,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,108,"Bantamweight, Men (Olympic)",USA,,John Daley,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,110,"Middleweight, Men (Olympic)",ITA,Piero Toscani,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,110,"Middleweight, Men (Olympic)",TCH,,Jan Heřmánek,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,110,"Middleweight, Men (Olympic)",BEL,,,Léonard Steyaert,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,123,"8 metres, Open (Olympic)",NED,,Cornelis van Staveren; Gerard de Vries Lentsch; Henk Kersken; Johannes van Hoolwerff; Lambertus Doedes; Maarten de Wit,,6,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,123,"8 metres, Open (Olympic)",SWE,,,Carl Sandblom; Clarence Hammar; John Sandblom; Philip Sandblom; Tore Holm; Wilhelm Törsleff,6,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
10,1928,123,"8 metres, Open (Olympic)",FRA,André Derrien; André Lesauvage; Carl de la Sablière; Donatien Bouché; Jean Lesieur; Virginie Hériot,,,6,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
