id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
2006,Swimming Men's 100 metres Freestyle,2085,Swimming Men's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [], [], [""metres""]]","[""men"", false, false, [""freestyle"", ""relay""], [], [], [""metres"", ""x""]]",freestyle,freestyle | relay,metres,metres | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2006,Swimming Men's 100 metres Freestyle,2637,Swimming Men's 100 metres Freestyle For Sailors,Aquatics,Swimming,MEN,MEN,0.853659,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1896', 'Summer')] | fuente3:[('1896', 'Summer')]",,for sailors,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [], [], [""metres""]]","[""men"", false, false, [""freestyle""], [], [], [""for"", ""metres"", ""sailors""]]",freestyle,freestyle,metres,for | metres | sailors,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2007,Swimming Men's 4 x 200 metres Freestyle Relay,2084,Swimming Men's 200 metres Freestyle,Aquatics,Swimming,MEN,MEN,0.875,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle"", ""relay""], [], [], [""metres"", ""x""]]","[""men"", false, false, [""freestyle""], [], [], [""metres""]]",freestyle | relay,freestyle,metres | x,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2084,Swimming Men's 200 metres Freestyle,2455,"Swimming Men's 1,200 metres Freestyle",Aquatics,Swimming,MEN,MEN,0.972222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,1,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""freestyle""], [], [], [""metres""]]","[""men"", false, false, [""freestyle""], [], [], [""metres""]]",freestyle,freestyle,metres,metres,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2191,"Swimming Men's 1,500 metres Freestyle",2659,Swimming Men's 500 metres Freestyle,Aquatics,Swimming,MEN,MEN,0.972222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,1,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""freestyle""], [], [], [""metres""]]","[""men"", false, false, [""freestyle""], [], [], [""metres""]]",freestyle,freestyle,metres,metres,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2222,Swimming Men's 4 x 50 Yard Freestyle Relay,2627,Swimming Men's 50 yard Freestyle,Aquatics,Swimming,MEN,MEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1904', 'Summer')] | fuente3:[('1904', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle"", ""relay""], [], [], [""x"", ""yard""]]","[""men"", false, false, [""freestyle""], [], [], [""yard""]]",freestyle | relay,freestyle,x | yard,yard,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2726,Men's 100m Freestyle,2749,Men's 4 x 100m Freestyle Relay Team,Aquatics,Swimming,MEN,MEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2020', 'Summer')]",,4 relay team x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [""100m""], [], [""100m""]]","[""men"", false, false, [""freestyle"", ""relay"", ""team""], [""100m""], [], [""100m"", ""x""]]",freestyle,freestyle | relay | team,100m,100m | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2726,Men's 100m Freestyle,3096,Men's 4 x 100m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2024', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [""100m""], [], [""100m""]]","[""men"", false, false, [""freestyle"", ""relay""], [""100m""], [], [""100m"", ""x""]]",freestyle,freestyle | relay,100m,100m | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2749,Men's 4 x 100m Freestyle Relay Team,3096,Men's 4 x 100m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.923077,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""freestyle"", ""relay"", ""team""], [""100m""], [], [""100m"", ""x""]]","[""men"", false, false, [""freestyle"", ""relay""], [""100m""], [], [""100m"", ""x""]]",freestyle | relay | team,freestyle | relay,100m | x,100m | x,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2859,Men's 200m Freestyle,2910,Men's 4 x 200m Freestyle Relay Team,Aquatics,Swimming,MEN,MEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2020', 'Summer')]",,4 relay team x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [""200m""], [], [""200m""]]","[""men"", false, false, [""freestyle"", ""relay"", ""team""], [""200m""], [], [""200m"", ""x""]]",freestyle,freestyle | relay | team,200m,200m | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2859,Men's 200m Freestyle,3103,Men's 4 x 200m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,"fuente3:[('2024', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""freestyle""], [""200m""], [], [""200m""]]","[""men"", false, false, [""freestyle"", ""relay""], [""200m""], [], [""200m"", ""x""]]",freestyle,freestyle | relay,200m,200m | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2891,Men's 4 x 100m Medley Relay Team,3043,Men's 4 x 100m Medley Relay,Aquatics,Swimming,MEN,MEN,0.915254,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""relay"", ""team""], [""100m""], [], [""100m"", ""medley"", ""x""]]","[""men"", false, false, [""relay""], [""100m""], [], [""100m"", ""medley"", ""x""]]",relay | team,relay,100m | medley | x,100m | medley | x,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2910,Men's 4 x 200m Freestyle Relay Team,3103,Men's 4 x 200m Freestyle Relay,Aquatics,Swimming,MEN,MEN,0.923077,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""freestyle"", ""relay"", ""team""], [""200m""], [], [""200m"", ""x""]]","[""men"", false, false, [""freestyle"", ""relay""], [""200m""], [], [""200m"", ""x""]]",freestyle | relay | team,freestyle | relay,200m | x,200m | x,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1464,"4 × 100 metres Medley Relay, Mixed (Olympic)",1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)",Aquatics,Swimming,MIXED,MIXED,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""relay""], [], [], [""medley"", ""metres"", ""x""]]","[""mixed"", true, false, [""mixed"", ""relay""], [], [], [""medley"", ""metres"", ""x""]]",mixed | relay,mixed | relay,medley | metres | x,medley | metres | x,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2743,Mixed 4 x 100m Medley Relay Team,3097,Mixed 4 x 100m Medley Relay,Aquatics,Swimming,MIXED,MIXED,0.915254,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente3,fuente3,,team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""relay"", ""team""], [""100m""], [], [""100m"", ""medley"", ""x""]]","[""mixed"", false, false, [""mixed"", ""relay""], [""100m""], [], [""100m"", ""medley"", ""x""]]",mixed | relay | team,mixed | relay,100m | medley | x,100m | medley | x,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
788,"100 metres Freestyle, Women (Olympic)",798,"4 × 100 metres Freestyle Relay, Women (Olympic)",Aquatics,Swimming,WOMEN,WOMEN,0.871795,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""freestyle""], [], [], [""metres""]]","[""women"", false, false, [""freestyle"", ""relay""], [], [], [""metres"", ""x""]]",freestyle,freestyle | relay,metres,metres | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
793,"4 × 200 metres Freestyle Relay, Women (Olympic)",800,"200 metres Freestyle, Women (Olympic)",Aquatics,Swimming,WOMEN,WOMEN,0.871795,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""freestyle"", ""relay""], [], [], [""metres"", ""x""]]","[""women"", false, false, [""freestyle""], [], [], [""metres""]]",freestyle | relay,freestyle,metres | x,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1489,"100 metres Freestyle, Girls (YOG)",1492,"4 × 100 metres Freestyle Relay, Girls (YOG)",Aquatics,Swimming,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2010', 'Summer Youth'), ('2014', 'Summer Youth')]",,4 relay x,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", true, false, [""freestyle""], [], [], [""girls"", ""metres""]]","[""women"", true, false, [""freestyle"", ""relay""], [], [], [""girls"", ""metres"", ""x""]]",freestyle,freestyle | relay,girls | metres,girls | metres | x,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2130,Swimming Women's 4 x 100 metres Freestyle Relay,2193,Swimming Women's 100 metres Freestyle,Aquatics,Swimming,WOMEN,WOMEN,0.880952,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",4 relay x,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""freestyle"", ""relay""], [], [], [""metres"", ""x""]]","[""women"", false, false, [""freestyle""], [], [], [""metres""]]",freestyle | relay,freestyle,metres | x,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
