componente_evento,id_evento_origen,nombre_origen,id_evento_canonico_propuesto,nombre_canonico_propuesto,merge_propuesto,estado_componente,razon
EV00041,115,"Baseball, Men (Olympic (non-medal))",115,"Baseball, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00042,116,"Team, Mixed (Olympic)",116,"Team, Mixed (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00042,2753,Mixed Team,116,"Team, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00043,132,"Individual, Men (Olympic (non-medal))",140,"Individual, Handicap, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00043,140,"Individual, Handicap, Men (Olympic (non-medal))",140,"Individual, Handicap, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00044,138,"Singles, Men (Olympic (non-medal))",144,"Singles, Handicap, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00044,144,"Singles, Handicap, Men (Olympic (non-medal))",144,"Singles, Handicap, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00045,139,"Doubles, Men (Olympic (non-medal))",143,"Doubles, Handicap, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00045,143,"Doubles, Handicap, Men (Olympic (non-medal))",143,"Doubles, Handicap, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00046,150,"Basketball, Men (Olympic)",1900,Basketball Men's Basketball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00046,1900,Basketball Men's Basketball,1900,Basketball Men's Basketball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00047,151,"Road Race, Individual, Men (Olympic)",317,"Road Race, Individual, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00047,317,"Road Race, Individual, Men (Intercalated)",317,"Road Race, Individual, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00048,152,"Basketball, Women (Olympic)",1982,Basketball Women's Basketball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00048,1982,Basketball Women's Basketball,1982,Basketball Women's Basketball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00049,153,"Triple Jump, Women (Olympic)",2370,Athletics Women's Triple Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00049,2370,Athletics Women's Triple Jump,2370,Athletics Women's Triple Jump,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00049,2999,Women's Triple Jump,2370,Athletics Women's Triple Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00050,154,"Handball, Women (Olympic)",1935,Handball Women's Handball,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00050,1935,Handball Women's Handball,1935,Handball Women's Handball,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00051,157,"Decathlon, Men (Olympic)",2123,Athletics Men's Decathlon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00051,2123,Athletics Men's Decathlon,2123,Athletics Men's Decathlon,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00051,2959,Men's Decathlon,2123,Athletics Men's Decathlon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00052,158,"Four, Men (Olympic)",240,"Four/Five, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00052,240,"Four/Five, Men (Olympic)",240,"Four/Five, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00053,198,"Single Sculls, Women (Olympic)",198,"Single Sculls, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00053,2021,Rowing Women's Single Sculls,198,"Single Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00053,2739,Women's Single Sculls,198,"Single Sculls, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00054,201,"100 kilometres Team Time Trial, Men (Olympic)",201,"100 kilometres Team Time Trial, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00054,287,"100 kilometres, Men (Olympic)",201,"100 kilometres Team Time Trial, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00055,202,"Polo, Men (Olympic)",202,"Polo, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00055,2396,Polo Men's Polo,202,"Polo, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00056,203,"Rugby, Men (Olympic)",203,"Rugby, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00056,2332,Rugby Men's Rugby,203,"Rugby, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00057,212,"Lacrosse, Men (Olympic)",405,"Lacrosse, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00057,405,"Lacrosse, Men (Olympic (non-medal))",405,"Lacrosse, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00057,2379,Lacrosse Men's Lacrosse,405,"Lacrosse, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00058,228,"Sabre, Team, Men (Olympic)",2005,"Fencing Men's Sabre, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00058,2005,"Fencing Men's Sabre, Team",2005,"Fencing Men's Sabre, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00058,2722,Men's Sabre Team,2005,"Fencing Men's Sabre, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00059,230,"Individual, Men (Olympic)",414,"Sabre, Individual, Three Hits, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00059,414,"Sabre, Individual, Three Hits, Men (Olympic)",414,"Sabre, Individual, Three Hits, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00060,241,"Sabre, Individual, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00060,2052,"Fencing Men's Sabre, Individual",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00060,2378,"Fencing Men's Sabre, Masters, Individual",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00060,2721,Men's Sabre Individual,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00061,244,"Sprint, Men (Olympic)",2101,Cycling Men's Sprint,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00061,2101,Cycling Men's Sprint,2101,Cycling Men's Sprint,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00061,2940,Men's Sprint,2101,Cycling Men's Sprint,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00062,252,"Cross-Country, Women (Olympic)",252,"Cross-Country, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00062,2961,Women's Cross-country,252,"Cross-Country, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00063,255,"Individual Time Trial, Women (Olympic)",2473,Cycling Women's Individual Time Trial,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00063,2473,Cycling Women's Individual Time Trial,2473,Cycling Women's Individual Time Trial,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00063,2666,Women's Individual Time Trial,2473,Cycling Women's Individual Time Trial,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00064,259,"Sprint, Women (Olympic)",1998,Cycling Women's Sprint,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00064,1998,Cycling Women's Sprint,1998,Cycling Women's Sprint,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00064,2893,Women's Sprint,1998,Cycling Women's Sprint,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00065,262,"3,000 metres, Women (Olympic)",1083,"3,000 metres Steeplechase, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00065,1083,"3,000 metres Steeplechase, Women (Olympic)",1083,"3,000 metres Steeplechase, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00066,266,"Keirin, Women (Olympic)",2538,Cycling Women's Keirin,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00066,2538,Cycling Women's Keirin,2538,Cycling Women's Keirin,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00066,2894,Women's Keirin,2538,Cycling Women's Keirin,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00067,267,"Team Sprint, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00067,2603,Cycling Women's Team Sprint,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00067,2903,Women's Team Sprint Team,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
