id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon
2548,Art Competitions Mixed Unknown Event,2616,"Art Competitions Mixed Music, Unknown Event",Art Competitions,Art Competitions,MIXED,MIXED,0.923077,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2562,"Art Competitions Mixed Sculpturing, Medals And Plaques",2580,"Art Competitions Mixed Sculpturing, Medals",Art Competitions,Art Competitions,MIXED,MIXED,0.87234,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",2580,"Art Competitions Mixed Sculpturing, Medals",Art Competitions,Art Competitions,MIXED,MIXED,0.87234,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",2645,"Art Competitions Mixed Sculpturing, Reliefs",Art Competitions,Art Competitions,MIXED,MIXED,0.884211,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
43,"100 metres, Men (Olympic)",400,"4 × 100 metres Relay, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
43,"100 metres, Men (Olympic)",851,"100 metres Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
43,"100 metres, Men (Olympic)",1126,"100 metres Backstroke, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
44,"400 metres, Men (Olympic)",476,"4 × 400 metres Relay, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
44,"400 metres, Men (Olympic)",1013,"400 metres Hurdles, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.846154,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
46,"110 metres Hurdles, Men (Olympic)",542,"110 metres Hurdles, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.738462,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
46,"110 metres Hurdles, Men (Olympic)",1092,"110 metres Hurdles, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.759494,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
47,"High Jump, Men (Olympic)",388,"High Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
47,"High Jump, Men (Olympic)",1049,"Standing High Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.823529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
47,"High Jump, Men (Olympic)",2810,Men's High Jump,Athletics,Athletics,MEN,MEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
48,"Pole Vault, Men (Olympic)",1169,"Pole Vault, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
48,"Pole Vault, Men (Olympic)",2982,Men's Pole Vault,Athletics,Athletics,MEN,MEN,0.526316,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
49,"Long Jump, Men (Olympic)",561,"Standing Long Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.823529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
49,"Long Jump, Men (Olympic)",1104,"Long Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.807692,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
49,"Long Jump, Men (Olympic)",2979,Men's Long Jump,Athletics,Athletics,MEN,MEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
50,"Triple Jump, Men (Olympic)",1063,"Standing Triple Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.836364,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
50,"Triple Jump, Men (Olympic)",1105,"Triple Jump, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.821429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
50,"Triple Jump, Men (Olympic)",2783,Men's Triple Jump,Athletics,Athletics,MEN,MEN,0.55,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
96,"Marathon, Men (Olympic)",2700,Men's Marathon,Athletics,Athletics,MEN,MEN,0.470588,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
157,"Decathlon, Men (Olympic)",2959,Men's Decathlon,Athletics,Athletics,MEN,MEN,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
375,"Discus Throw, Men (Intercalated)",376,"Discus Throw, Greek Style, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.828571,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
376,"Discus Throw, Greek Style, Men (Intercalated)",1057,"Discus Throw, Greek Style, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.805195,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
379,"Unlimited, Two Hands, Men (Intercalated)",735,"Unlimited, Two Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.776119,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
383,"Shot Put, Men (Olympic)",1084,"Shot Put, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.784314,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
383,"Shot Put, Men (Olympic)",1157,"Shot Put, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
383,"Shot Put, Men (Olympic)",2736,Men's Shot Put,Athletics,Athletics,MEN,MEN,0.470588,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
384,"Shot Put, Handicap, Men (Olympic (non-medal))",1157,"Shot Put, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.869565,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
388,"High Jump, Men (Olympic (non-medal))",389,"High Jump, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.873239,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
391,"56-pound Weight Throw, Men (Olympic)",392,"56-pound Weight Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.868421,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
391,"56-pound Weight Throw, Men (Olympic)",1070,"56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.776471,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
392,"56-pound Weight Throw, Men (Olympic (non-medal))",1070,"56-pound Weight Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.905263,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
393,"Discus Throw, Men (Olympic)",394,"Discus Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
393,"Discus Throw, Men (Olympic)",1056,"Discus Throw, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.813559,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
393,"Discus Throw, Men (Olympic)",1057,"Discus Throw, Greek Style, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
393,"Discus Throw, Men (Olympic)",2951,Men's Discus Throw,Athletics,Athletics,MEN,MEN,0.571429,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
394,"Discus Throw, Men (Olympic (non-medal))",396,"Discus Throw, Handicap, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.883117,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
395,"Hammer Throw, Men (Olympic)",1109,"Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
395,"Hammer Throw, Men (Olympic)",2869,Men's Hammer Throw,Athletics,Athletics,MEN,MEN,0.571429,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
397,"Hammer Throw, Handicap, Men (Olympic (non-medal))",1109,"Hammer Throw, Men (Olympic (non-medal))",Athletics,Athletics,MEN,MEN,0.883117,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
398,"Javelin Throw, Men (Olympic)",399,"Javelin Throw, Both Hands, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
398,"Javelin Throw, Men (Olympic)",1065,"Javelin Throw, Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
398,"Javelin Throw, Men (Olympic)",2696,Men's Javelin Throw,Athletics,Athletics,MEN,MEN,0.590909,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
467,"200 metres, Men (Olympic)",733,"Military Rifle, 200 metres, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.745763,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
467,"200 metres, Men (Olympic)",853,"1,200 metres Freestyle, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.785714,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
467,"200 metres, Men (Olympic)",1060,"3,200 metres Steeplechase, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.745763,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
467,"200 metres, Men (Olympic)",1073,"200 metres Hurdles, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.846154,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
467,"200 metres, Men (Olympic)",1127,"200 metres Breaststroke, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.77193,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
528,"100 metres, Men (Intercalated)",895,"100 metres Freestyle, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.84375,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
529,"High Jump, Men (Intercalated)",564,"Standing High Jump, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.852459,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
530,"Long Jump, Men (Intercalated)",544,"Standing Long Jump, Men (Intercalated)",Athletics,Athletics,MEN,MEN,0.852459,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
544,"Standing Long Jump, Men (Intercalated)",561,"Standing Long Jump, Men (Olympic)",Athletics,Athletics,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
